Timestamp,Signature,Slot,Logs,Error,Transaction Fee,Slippage
2024-06-19T16:45:46.866Z,CYGFGeX9xEG4HQ1e5evnts8j6Nr36Wuc4WYFKJKMjxKbAJ9SzihoaKPhFQeJn3R9Sa6HPdJW1gLM9ahBkV1GQKV,272804415,,,0,0
2024-06-19T16:45:46.855Z,24a9GVdcEBDiq96RsswBbarrNQfhhrjcyzLKPDihosLm8Nd7E5NVW8syg81hFtc3w5dkDoajYfQg9mwHauRyQPwY,272804415,,,0,0
2024-06-19T16:45:46.872Z,3xovdTk8Z4wkRie9cU1tizLyYjfUkSL6UBpVJaJH2qE35VUvchxoRRAHJuRDBjXdZ9ymMY44mLaLf7NiahFfaR4j,272804415,,,0,0
2024-06-19T16:45:46.874Z,3bbBsLWCbKUDVLFdnCdCXDs9uBsENVZqemTkN9PqqUhRX5a59EfjiYP2ULDFT5QjE4ACnao5SHiiRQCckDeisr1Y,272804415,,,0,0
2024-06-19T16:45:46.869Z,2KJm99wqQ4RtKaM3xRiw8YdkscTnNxwA1vzGQbE6HBwuhWw8wYuEjqd6cW86G8zs3cktAM9EjoVi9y6nzT9uR3bC,272804415,,,0,0
2024-06-19T16:45:46.871Z,56CWYzJczSHeTt7Q33HENboHkoTgtJJkVtGxFxtweV1wxUC22B7HTDHv6VQudoZwudBQ3DMZF8finffZbqu5BPtR,272804415,,,0,0
2024-06-19T16:45:46.875Z,pTW9F3YTdSWqdGts4HURBwzFs8AqQfK7AL7fJcwnABgN9RvwfwzXUgcVbhjqd6hBscJrRPVmoRev43vMryJxcvq,272804415,,,0,0
2024-06-19T16:45:46.967Z,4kRUdpSexExaXCMzZUrpkQouJaFy6DJQobEJ3Ft3qvbzoGffUzvxrqWsu9URenVKipBW7FEcvhMmqNT7Bpv26swD,272804416,,,0,0
2024-06-19T16:45:46.969Z,NMfSoiB6VtLGs1xWZ5FVoPXRfZ919KMZwm5kqLXj2bPLQuHCfWz49zLFtn4TwqGMyNjWvbyVB6wELSmTJ6cxsDb,272804416,,,0,0
2024-06-19T16:45:46.972Z,3T2u6QGRoRwMGuPYoCftpE1AC9g5ZnMKQLTDTZT1WamaxLLKLkyBdKsUA6evP55i1orA7DFJoPHoakMcNH7Zs2Sk,272804416,,,0,0
2024-06-19T16:45:46.970Z,WT8k9EzPdaUhXLw7Y4QFGRfGzHRwkfn85mmxzWizLz4gFp4qrKsipJwRsJ5J8gzgJZrH4iM33grjyRWC41XczsH,272804416,,,0,0
2024-06-19T16:45:46.975Z,28aHoLePHK4VVEaq8DsmHGF71T4RJLFup9rJfcH3PRJBVACbSzSCFMZ2hhvzz6Ra33ztKy9r9KNSqKiaLEjU1rGL,272804416,,,0,0
2024-06-19T16:45:46.973Z,5gz7R3M3w9gnfQ38ZjARnZ3TGk9g5YDPiN3jtupo7kemDaC4xrpNT5MhM7GP3B2ycjZp89pj5ajFxwiaB8sCCAQf,272804416,,,0,0
2024-06-19T16:45:46.980Z,2z7SyxSBsjV4fR1vznyQvTc7tgbfCiAiTvWPUrRV9fNnRUh2kCUejT4yJmXex9bQbo3vtAcGtNxyFSXfGvW2KY9W,272804416,,,0,0
